,Pegasus_Hamiltonian_1,Pegasus_Hamiltonian_6,Pegasus_Hamiltonian_2,Pegasus_Hamiltonian_7,Pegasus_Hamiltonian_3,Pegasus_Hamiltonian_8,Pegasus_Hamiltonian_4,Pegasus_Hamiltonian_9,Pegasus_Hamiltonian_5,Pegasus_Hamiltonian_10,Clique_Hamiltonian_1,Clique_Hamiltonian_2,Clique_Hamiltonian_3,Clique_Hamiltonian_4,Clique_Hamiltonian_5,Clique_Hamiltonian_6,Clique_Hamiltonian_7,Clique_Hamiltonian_8,Clique_Hamiltonian_9,Clique_Hamiltonian_10,Gauss_Hamiltonian_1,Gauss_Hamiltonian_2,Gauss_Hamiltonian_3,Gauss_Hamiltonian_4,Gauss_Hamiltonian_5,Gauss_Hamiltonian_6,Gauss_Hamiltonian_7,Gauss_Hamiltonian_8,Gauss_Hamiltonian_9,Gauss_Hamiltonian_10,Clique_Gauss_Hamiltonian_1,Clique_Gauss_Hamiltonian_2,Clique_Gauss_Hamiltonian_3,Clique_Gauss_Hamiltonian_4,Clique_Gauss_Hamiltonian_5,Clique_Gauss_Hamiltonian_6,Clique_Gauss_Hamiltonian_7,Clique_Gauss_Hamiltonian_8,Clique_Gauss_Hamiltonian_9,Clique_Gauss_Hamiltonian_10
0,0,32.672664403915405,1.904238224029541,70.94856762886046,1.7801520824432373,20.804219007492065,2.0167076587677,74.57326006889345,2.0759408473968506,16.700682401657104,191.9087369441986,2.627992868423462,2.520902633666992,2.910763025283813,2.898960590362549,5.347513437271118,4.472125053405762,4.667869806289673,14.428665161132812,4.680168390274048,2.050572872161865,1.4719896316528318,1.5785515308380127,2.1793138980865483,1.908066272735596,209.6899597644806,39.718398809432976,23.51959609985352,76.43418550491333,19.9056932926178,173.15849256515503,3.2915468215942383,5.349903583526611,4.119014501571654,2.6447694301605225,6.690265893936157,4.1720056533813485,6.816308259963987,4.262586355209352,7.631856679916383
